1,5176357.237575887
2,1761830.069390744
3,940010.9951109245
4,1761221.069390744
5,577647.8447640082
6,1411074.832374617
7,949158.0552045823
8,1413830.832374617
9,631043.8779699816
10,1605446.5330120507
11,185898.16648240093
12,1314191.5537199958
13,243406.05464005808
14,1289032.8073631518
15,1630041.5823196964
16,1229203.0959557404
17,588988.6026211268
18,1610376.354928137
19,521812.0096615157
20,1753974.9551996836
21,521812.0096615157
22,1731079.1330390824
23,3098731.391139025
24,1745005.531383911
25,883403.0267027065
26,1741234.0654295671
27,2085684.7669580744
28,1041448.374435351
29,399814.76875108463
30,1100861.9360083337
31,385706.9533170499
32,1672067.451876815
33,312781.5142803632
34,1697630.160465463
35,199674.09595124365
36,1445452.2226733854
37,343190.7073016637
38,1702011.6604054999
39,443683.08173919574
40,1631069.8313794383
41,445587.08173919574
42,1381436.8498173475
43,400108.4451789543
44,1290414.1965469345
45,265093.4741384825
46,1296714.1965469345
47,461579.6464798959
48,1310700.8294104368
49,525541.8922511663
50,4770487.747941904
51,388068.1412131761
52,4481469.882682481
53,328057.0533270106
54,5178914.575431666
55,325978.0533270106
56,8329497.752771814
57,338491.01829159976
58,8334942.752771814
59,389099.6116993597
60,9625498.815497318
61,260461.2332447423
62,9617098.325916115
63,66206.12510524322
64,9779399.693690486
65,188675.31847581652
66,9968915.350976957
67,422873.0206404006
68,9720647.378312567
69,354434.5965514157
70,9407503.544617726
71,363370.1743435784
72,9407503.544617726
73,1000658.385427498
74,9407503.544617726
75,317544.828103029
76,1.2232551018564789E7
77,256628.52877289747
78,1.105033534827113E7
79,255061.407287337
80,1.10715298956886E7
81,256814.19712972234
82,1.2126076050717102E7
83,258150.02623766012
84,1.2121615392501228E7
85,301366.454514934
86,9034996.062764151
87,660748.1625613093
88,9232473.34372009
89,675111.2089273406
90,9232473.34372009
91,1.298652880439639E7
92,9277146.724075254
93,2.5288787144691177E7
94,9720517.170355298
95,2.525815002623766E7
96,9686806.9446606
97,2.5356023266445763E7
98,1.3257313103085067E7
99,2.525632739906633E7
100,1.3762868988389742E7
101,2.582909455884178E7
102,1.373795588041621E7
103,2.5899027378924046E7
104,1.374013188041621E7
105,2.529104384247954E7
106,1.374013188041621E7
107,2.529811384762945E7
108,1.3761357243873615E7
109,2.6105295046288643E7
110,1.3446469370826032E7
111,2.529264384247954E7
112,1.6208423397472931E7
113,2.529264384247954E7
114,1.6207734339996405E7
115,2.5291293180806197E7
116,1.6207635339996405E7
117,2.5371342438417435E7
118,1.6211115339996405E7
119,3.628878314469118E7
120,1.6199229840143913E7
121,3.628878314469118E7
122,1.659451358120021E7
123,3.628861258314189E7
124,1.6593182270918543E7
125,3.62891331808062E7
126,1.6610573726739898E7
127,3.62891331808062E7
128,1.6593182270918543E7
129,3.628886414469118E7
130,1.659778601458045E7
131,3.628892714469118E7
132,1.6602857672796326E7
133,3.628892714469118E7
134,1.669541323716621E7
135,3.628878314469118E7
136,1.6613333726739898E7
137,3.628892714469118E7
138,1.6597779033561172E7
139,3.629038314469118E7
140,1.677559595002858E7
141,3.629013030390477E7
142,1.677526221604971E7
143,3.628892714469118E7
144,1.6767091450176088E7
145,3.628918314469118E7
146,1.6772064108391965E7
147,3.628918314469118E7
148,1.6763548706514182E7
149,3.628878314469118E7
150,1.6775405762845485E7
151,3.629027430390477E7
152,1.677639595002858E7
153,3.629053728093025E7
154,1.677559595002858E7
155,3.629053728093025E7
156,1.677581995002858E7
157,3.629047328093025E7
